target_idx,target_sent,sents_intrp_all_bins,sim_intrp_all_bins,base_PPL,unintrp_PPL,intrp_PPL_all_bins
221,I don’t have time to stand in this hallway and give you reasons for my not having a cellphone.”,"[[""She described herself as having the same kind of `` irresponsible '' feeling as she had once experienced under hypnosis ."", 'In each case there was an initial act of violence .'], ['They know the value of being just that -- an ordinary , happy family .', 'Means held steady one jump ahead of her .'], ['These men are considered managers of engineers .', 'On the anniversary of her sixteenth year in her shell , Helva was unconditionally graduated and installed in her ship , the Aj .'], ['Moreland went over to stare at his peacocks again , and then came back and sat down , restively .', ""`` Imagine being able to laugh and wink when you're like the top part of that picture frame at home '' , one of them said .""], [""`` But you want to ask me when B'dikkat is going to come back with the needle '' ."", ""`` I don't know whether that threatening letter of hers has anything to do with this situation or not , but I want to see who takes the call '' .""], ['the halls were empty and they passed down the stairs to number nine and listened at the door .', 'Her presence only made Letch more distant and irritable and , in the hurry of buying Chateau Belletch , I had neglected to consider a room for Baby-dear , so there was no place to put her , anyhow .']]","[[-0.15376833081245422, -0.15356528759002686], [-0.10150069743394852, -0.10101146250963211], [-0.0003085518255829811, -0.00027097389101982117], [0.09953383356332779, 0.09956040978431702], [0.19670608639717102, 0.19705544412136078], [0.2847362756729126, 0.2860510051250458]]",119.30803680419922,80.69190979003906,"[91.88973999023438, 81.31222534179688, 104.8386459350586, 79.82890319824219, 76.39228820800781, 82.24219512939453]"
49,"Luigi is my adopted brother, and I have known his wife, Myra, since they both were at the university.","[['The good ones are not motivated to seek vainly , nor are they disposed to covet comfort , or they would have been led to fields that offer comfort and feed vanity .', 'Trim excess clay away from outer edges .'], ['Forces will survive a surprise attack , and these forces will give depth , or considerable duration , to the conflict .', 'There was nothing he could do but wait .'], [""`` Now don't shut this door ."", 'A minimum of four sessions of preparation for membership is necessary for adults .'], ['The white girl with the penetrating green eyes sipped the lemonade handed to her by a handsome man of about 30 , who had coppery skin and beetling eyebrows .', 'Few of the native Jews who had lived in Lublin were still in the ghetto .'], ['Their reason : Holmes once paid a $20 speeding fine , had his license suspended .', ""`` That's ( Yogi ) Berra's .""], ['Madden explained that he was thinking of an application sent directly to Mrs. Meeker .', 'his wife , Marion , is a portrait painter .']]","[[-0.14712880551815033, -0.14593583345413208], [-0.102292999625206, -0.10226112604141235], [-0.0003928551450371742, -0.0003349101170897484], [0.09934768080711365, 0.0993538349866867], [0.19843265414237976, 0.19847184419631958], [0.3262456953525543, 0.3264978528022766]]",47.25283432006836,43.50832748413086,"[45.00481033325195, 45.4244384765625, 42.395145416259766, 40.20333480834961, 38.801666259765625, 35.67177200317383]"
395,"“So, what do you want from me … to look after your daughter?”","[['Even in the very area where the shooting had been done , cattle were still disappearing .', 'While five minutes ago the place had presented a scene of easy revelry , with Gyp Carmer a prominent figure , it was now as somnolent and dull as the day before payday .'], ['His bridgework or his plates feel loose and monstrous .', 'The detailed rundown on the Kansas City scoring in the sixth went like this :'], ['The story opens on the eve of his fifty-third birthday , as he prepares for the two weeks of festivities that are to follow .', 'The story opens on the eve of his fifty-third birthday , as he prepares for the two weeks of festivities that are to follow .'], ['If you are a life tenant , you deduct allowable depreciation and depletion .', ""Mrs. DePugh , the mother of five children and an active member of her husband's organization , participated in all the exercises .""], ['No , I forget Mrs. Mathias , who had been away visiting a married daughter when it happened .', 'She said , `` There is nothing that concerns you here .'], [""Why , it's all right , isn't it , Mother '' ? ?"", 'You want the kid to die ? ?']]","[[-0.1953279972076416, -0.19453558325767517], [-0.10058057308197021, -0.10057702660560608], [-0.00021635834127664566, -0.00021635834127664566], [0.09890715777873993, 0.09902375191450119], [0.19555196166038513, 0.19592179358005524], [0.2861441671848297, 0.2896220088005066]]",140.37203979492188,107.202880859375,"[121.7193832397461, 103.90321350097656, 132.70179748535156, 132.3367462158203, 117.61190032958984, 102.4222183227539]"
316,"“Congratulations, Tess,“ Kohana said, and he departed the office to talk with Luigi about bringing his family back on Tuesday and to inform Carla and the other couples.","[['Nothing is easier to grow from seed than pansies .', 'Nothing is easier to grow from seed than pansies .'], [""`` if it didn't prevail mankind would still be given the opportunity of prevailing '' ; ;"", ""`` if it didn't prevail mankind would still be given the opportunity of prevailing '' ; ;""], ['By the end of the third act , the artist is dead but the body lingers on , a shell among other shells .', ""It will be recalled from the discussion in Section 7 that the position of the `` right '' , as represented by Barth , rests on the following thesis : The only tenable alternative to Bultmann's position is a theology that ( 1 ) rejects or at least qualifies his unconditioned demand for demythologization and existential interpretation ; ;""], [""But beginning , for all practical purposes , with Frederick Seebohm's English Village Community scholars have had to reckon with a theory involving institutional and agrarian continuity between Roman and Anglo-Saxon times which is completely at odds with the reigning concept of the Anglo-Saxon invasions ."", 'It seems to me the time has come for the American press to start experimenting with ways of reporting the news that will do a better job of communicating and will be less subject to abuse by those who have learned how to manipulate the present stereotype to serve their own ends .'], ['Mr. Keo , once a diplomat in Paris and Washington , was Commissioner of Rural Affairs .', ""We'd keep her a day or two , and the AA people would talk to her .""], [""There are the full-bodied , resourceful voices of Robert Weede , Mimi Benzell and Tommy Rall to make the most of Mr. Herman's lilting melodies and , for an occasional change of pace , the bright humor of Molly Picon ."", 'He took a midnight train out of Cleveland Saturday , without an official word to anybody , and has stayed away from newsmen on his train trip across the nation to Reno , Nev. , where his wife , former Olympic Diving Champion Zoe Ann Olsen , awaited .']]","[[-0.1744382679462433, -0.1744382679462433], [-0.101250059902668, -0.101250059902668], [-0.00037070829421281815, -0.0003433031961321831], [0.09940172731876373, 0.09954144060611725], [0.19711607694625854, 0.19738098978996277], [0.3024356961250305, 0.3098889887332916]]",81.56448364257812,69.72422790527344,"[78.04544067382812, 74.67729949951172, 84.43477630615234, 90.08097839355469, 72.1862564086914, 71.13346099853516]"
386,"Congratulations, Tess.","[['Tonight Atlantic Monthly editor Edward Weeks moderates a round table of four Russian writers in a discussion of Soviet literature .', ""To Serenissimus such tribes as the Cossacks of the Don or those ex-bandits the Zaporogian Cossacks ( in whose islands along the lower Dnieper the Polish novelist Sienkiewicz would one day place With Fire And Sword ) were just elements for enforced resettlement in , say , Bessarabia , where , as `` the faithful of the Black Sea borders '' , he could use their presence as bargaining points in the Czarina's territorial claims against Turkey .""], ['Sometimes , as at this juncture , he did not .', 'Sometimes , as at this juncture , he did not .'], [""And don't come back ."", 'If he borrowed money from Shakespeare or with his help , he would now have been able to repay the loan .'], [""`` I guess so '' , she said ."", ""The rest of you wait here '' .""], [""You were careful about that '' ."", 'Would applause , for example , be fitting if , apart from the applause , there were nothing good to applaud ? ?'], ['`` Well , Mrs. Charles -- Sally -- has phoned too .', '`` Well , Mrs. Charles -- Sally -- has phoned too .']]","[[-0.14877434074878693, -0.1486213207244873], [-0.1022542417049408, -0.1022542417049408], [-0.00021079182624816895, -0.0001773466356098652], [0.09939299523830414, 0.09944886714220047], [0.19008076190948486, 0.19047440588474274], [0.25178253650665283, 0.25178253650665283]]",391.8408203125,185.08615112304688,"[514.8992919921875, 342.558349609375, 241.41073608398438, 194.3260498046875, 143.46788024902344, 268.34173583984375]"
