target_idx,target_sent,sents_intrp_all_bins,sim_intrp_all_bins,base_PPL,local_unintrp_PPL,local_intrp_PPL_all_bins,global_unintrp_PPL,global_intrp_PPL_all_bins
34,"Lower-income groups, however, experienced more problems related to economic and social issues such as drinking or drug abuse (, 2012).","[[""He waited awhile before he said , `` Roy , you know your decompression table , don't you '' ? ?""], [""`` Ryan , look over there '' , Nogol said .""], [""Gaylor's obsession and Cunningham's chimera-chasing reminiscences had mesmerized him into thinking of Lila and Lilac , separately or together , as a legend .""], ['The net result is that under American leadership the general world situation has become bad .'], ['The placement of your pool , however , will not of itself solve the two major problems of pool owning -- those that involve your social life and those pertaining to safety .'], ['One effect of the proposal , which puts a premium on population instead of economic strength , as in the past , would be to take jobs from European nations and give more to such countries as India .']]","[[-0.18091996014118195], [-0.10054000467061996], [-0.0003028600476682186], [0.09940091520547867], [0.19254109263420105], [0.24694694578647614]]",58.90164566040039,58.90164566040039,"[84.79147338867188, 60.865230560302734, 57.79338073730469, 49.7204704284668, 54.9383544921875, 48.05000686645508]",42.122005462646484,"[65.74530029296875, 42.89509201049805, 45.107032775878906, 43.27842330932617, 43.77094650268555, 40.40250015258789]"
69,He looked at data from 136 couples over the 10 years since their weddings.,"[['This may be helpful in improving the competitive position of established firms through diversification and expansion or through more economical utilization of plant capacity .'], ['Although it is in some ways comparable to a voluntary sale of assets for cash , to which section 203 quite clearly applies , the courts and Treasury have held that acquiring corporations in several types of non-taxable reorganizations may sue for refund of taxes paid by transferors .'], ['Django Reinhardt , the ill-fated gypsy , was a true artist , one who demonstrated conclusively the power of art to renew itself and flow into many channels .'], ['He could think of nothing else save his mental image of her nude figure and what Charles had said that morning about Margaret Rider .'], [""`` I seem to remember '' , he said , `` that in an interview ten years ago you gave humor and comedy five years to live .""], ['In the course of our talk , Askington mentioned that he spent part of each week studying .']]","[[-0.16272366046905518], [-0.10095342993736267], [-0.00031562894582748413], [0.09964025020599365], [0.19706186652183533], [0.3615553379058838]]",98.6041259765625,98.6041259765625,"[131.66627502441406, 115.9619369506836, 96.88751220703125, 106.71835327148438, 102.24688720703125, 93.1144790649414]",87.86754608154297,"[130.8275909423828, 106.30453491210938, 82.8719711303711, 82.09741973876953, 72.24000549316406, 81.04019165039062]"
86,But feeling supported during negative events was inconsistently — and sometimes even negatively — linked to similar good feelings.,"[[""Since I am the composer '' ! !""], ['He was holding the piece of lead pipe out to me .'], ['To kayo him and maybe or maybe not kill .'], ['The children looked at each other and sagged their bottoms down even more comfortably than ever .'], ['It was apparent that Welch was in cahoots with Marshall and would use his power as D.A. to drag every possible sensation into the case .'], ['I had mixed emotions about going .']]","[[-0.16640743613243103], [-0.10078997910022736], [-0.000251509714871645], [0.09966273605823517], [0.19683903455734253], [0.3201572597026825]]",501.0337219238281,501.0337219238281,"[596.2763061523438, 510.0642395019531, 589.2100830078125, 556.0645141601562, 540.158935546875, 432.65289306640625]",363.9578552246094,"[422.52691650390625, 350.2176818847656, 364.61029052734375, 351.6832580566406, 338.49835205078125, 358.5293273925781]"
106,If you're an artist you take workshops.,"[[""The lieutenant eyed Gun's reflection in the mirror over the washbowl and then glanced back at his own face , moving the comb methodically around his head .""], [""I wouldn't have the strength to answer , he thought .""], ['The bandit laughs in his face .'], ['She was deeply , horribly sure that Lucien had filled it with opium .'], ['As for Donald , he actually sold paintings .'], [""If you take the one , you'd better take both '' .""]]","[[-0.167960062623024], [-0.10074339807033539], [-0.0002239728346467018], [0.0990142822265625], [0.18913856148719788], [0.2682102918624878]]",197.6966094970703,197.6966094970703,"[303.53302001953125, 116.78498840332031, 222.91641235351562, 326.8636779785156, 260.22540283203125, 88.0787582397461]",69.97632598876953,"[122.41487884521484, 78.2397232055664, 90.66242218017578, 101.53070831298828, 81.67852020263672, 76.6975326538086]"
107,"And somehow, there's this belief that we don't have to work at learning how to be a couple, it should just come naturally,"" he says.","[['You would call these the motives of crime .'], ['In the apartment itself , all was still .'], ['A plume of smoke rose from a Central Vermont locomotive which idled behind a string of gravel cars , and little figures that were workmen labored to set the ruptured roadbed to rights .'], ['He glanced up in time to see Roberts hurtling down on him from above , literally flying through the air , his bloody face twisted .'], ['I wrote a few years ago that one of the cardinal rules of writing is that the reader should be able to get some idea of what the story is about .'], [""If , in Larkin's eyes , they are nothing but Piccadilly farmers , he has as much to learn about them as they have to learn about the ways of truly rural living .""]]","[[-0.16318082809448242], [-0.10111880302429199], [-0.0002541579306125641], [0.0996849313378334], [0.19875282049179077], [0.33964645862579346]]",177.20286560058594,177.20286560058594,"[135.1431884765625, 164.99632263183594, 209.97634887695312, 151.02676391601562, 121.19062042236328, 126.73535919189453]",110.71989440917969,"[110.2295150756836, 116.04236602783203, 136.8538818359375, 117.69852447509766, 116.34877014160156, 110.96180725097656]"
