target_idx,target_sent,sents_intrp_all_bins,sim_intrp_all_bins,base_PPL,unintrp_PPL,intrp_PPL_all_bins
70,"In addition, a person whose first child is born after the wedding is more likely to stay married than one who enters a marriage already a parent.","[['Such sections showed bright yellow-green specific fluorescence in the cells of the pseudophloem tissue ( Lee and Black , 1955 ) .'], ['Lay the cloth in place and trim it to size .'], ['Once again life went its serene way -- soirees , fox hunts , balls and dinners .'], [""Helva's class was doing Fine Arts , a selective subject in her crowded program .""], ['there is a struggle there , in which , if he falls , it is easy for him to rise again , there is freedom of utterance there , which draws after it no irreparable consequences on society .'], ['It was on the tenth day after the wedding ( how could it have been so soon ? ?']]","[[-0.14690691232681274], [-0.10056084394454956], [-0.00019435212016105652], [0.09971961379051208], [0.19931159913539886], [0.3606738746166229]]",97.53136444091797,53.68833541870117,"[58.91184616088867, 54.93880081176758, 59.01207733154297, 67.60630798339844, 55.61097717285156, 73.88531494140625]"
41,"""It appears that those things are paying off.""","[['On the other hand , he did not want to offend Edward either , and he found himself in a very difficult position .'], ['But , admit or not , Bonner was helpless .'], ['All false gods resemble Moloch , at least in the early phases of their careers , so it would be unreasonable to expect any form of idol-worship to become widespread without the accompaniment of human sacrifice .'], ['This resulted in an improved appearance , but was followed by an increase in printing cost that necessitated the institution of major economies to keep within the total of allocated funds .'], ['These men are considered managers of engineers .'], [""`` They're stealin' the stock '' ! !""]]","[[-0.16107720136642456], [-0.10093995928764343], [-0.00020804628729820251], [0.09971688687801361], [0.19830963015556335], [0.3543429672718048]]",300.4670104980469,270.8009948730469,"[341.1836242675781, 268.77239990234375, 290.61309814453125, 444.329833984375, 285.4606628417969, 241.3811492919922]"
18,"After a decade, the most striking difference between the couples who had divorced and the ones who stayed together was how they had handled conflict during their first year of marriage.","[['These are particularly suitable for regions where water or rock is close to the surface .'], [""Helva's civilization was not without busy , do-good associations , exploring possible inhumanities to terrestrial as well as extraterrestrial citizens .""], ['Thomas Douglas , fifth Earl of Selkirk , a noble humanitarian Scot concerned with the plight of the crofters of his native Highlands , conceived a plan to settle them in the valley of the Red River of the North .'], ['What had he thought of , to go to John , grovel and beg understanding ? ?'], ['In my person they would always remember that last long time of me alone with her , so if they told themselves that I could have prevented it , I can understand that by now and love them still , because everyone must justify , have a scapegoat for what is not to be borne .'], [""A weekly newspaper reported a local romance : `` and the couple were married last Saturday , thus ending a friendship which began in their schooldays '' .""]]","[[-0.14541295170783997], [-0.1011873260140419], [-0.0001347362995147705], [0.09987404942512512], [0.19861873984336853], [0.42638999223709106]]",68.54901885986328,55.18286895751953,"[65.0558853149414, 62.9918212890625, 64.97801208496094, 58.15097427368164, 57.026885986328125, 52.21819305419922]"
104,But feeling supported during negative events was inconsistently — and sometimes even negatively — linked to similar good feelings.,"[[""If these services are to be maintained , the New York Central must have the revenues to make them possible '' .""], [""`` I've solved the mystery of the little bag .""], ['and a host of others .'], [""Whenever he deigned to appear at the studio he was `` hung over '' , uncooperative , rude and insulting .""], ['It seemed to be only a riot of color , light and meaningless activity .'], ['( 3 ) in a state of depression , the positive conditioned stimulus may fail to elicit a conditioned reaction but cause an increased synchrony instead of the excitatory desynchronizing ( alerting ) effect on the Aj .']]","[[-0.1647609919309616], [-0.10034240782260895], [-0.00013768300414085388], [0.09969103336334229], [0.19817689061164856], [0.33088812232017517]]",707.1201782226562,558.667724609375,"[601.5294799804688, 604.2568359375, 555.3733520507812, 548.4598999023438, 521.5098266601562, 605.1417846679688]"
86,"""So many people do lifelong training in so many things — if you're a golf enthusiast you go to the driving range a couple times a week.","[['Instead of that he was engulfed by bedlam .'], ['The General Assembly , which adjourns today , has performed in an atmosphere of crisis and struggle from the day it convened .'], ['He was tall and dark-skinned , a half-breed , Wilson thought .'], ['Hence the minimal polynomial for Af is Af .'], ['While they were away Blanche came into the office every morning , running things as she had always run them for Stanley , going through the week in a dazed stupor , getting things done automatically , out of habit .'], ['In spite of the shading of one type of course into another , I believe it is useful to talk about vocational courses as apart from academic courses .']]","[[-0.15745821595191956], [-0.10079333931207657], [-0.00016366224735975266], [0.09965021908283234], [0.19907014071941376], [0.3228800296783447]]",174.4749755859375,138.84420776367188,"[146.0411834716797, 172.00193786621094, 142.9892578125, 146.74237060546875, 148.91192626953125, 149.08485412597656]"
